",""text"""
"1940,""tambah berat aplikasinya shopee member shopee jaringannya kencang """
"1941,""tampilan layar simple """
"1942,""terpercaya """
"1943,"" buka pilihan kategori jaringan normal hp bagus gimana tuh"""
"1944,""tingkatkan"""
"1945,""tingkatkan proses pengirimannya cepat voucher gratis ongkir full pakai shoppepayletter ya """
"1946,""bagus bangettt"""
"1947,""bagus bgt"""
"1948,""bagus bgt """
"1949,""trus aja apdet sampe kek apl pubg gb ttep aja lemooot"""
"1950,"" masalah pembelanjaan baik pas punya kendala koin shopee memberitahukan nya ig shopee respon  bantu respon chat ig penting bangettt"""
"1951,""update terus lola """
"1952,""vocernya  shopeplay aja  yang ga pake jadi susah """
"1953,""weiii transaksi pulsa ga masuk disuruh menunggu teross admin chat nya hadehhhhh klo ga kepepet ga masalah kecewa"""
"1954,"" shopee jaringan bagus buka shopee gabisa pdhl sy sdg memenunggu pengembalian dana kemari ngga genah gini aplikasi nya sgt kecewa"""
"1955,"" bug yang menggangu bgt klik salin resi resi nya langsung tercopy  klo klik salin copy nomor yang gk jelas nomor inti nya nomor resi"""
"1956,""aduuhh nih it team nya shopee gimana dah abis update tambah stabil yang gk muncul produknya udh hapus cache hapus data login ulang jg ga ngaruh g aja mending balikin versi aja dah drpd susah belanja kudu liatin produk nya satu tidak search produk pilih kategor """
"1957,"" kecewa shopee habis update bukanya bagus lambat  admin perbaiki biar tambah bagus lgi lacak kiriman susah lambat """
"1958,"" suka"""
"1959,""alhamdulillah shoppe ckup baik semoga kedepannya baik """
"1960,""alhamdulillah mudah"""
"1961,"" undian cashback jt shopee min """
"1962,""apl bagus bnyak harga yang murah"""
"1963,""apl yahud tidak bakalan pindah apl online mah kurang komperatif tidak menyesal kasih bintang kalo dapat hadiah wkwkwkwkwkwwk"""
"1964,""aplikasi belanja online favorit mudah pakenya promo gratis ongkir cashback suka """
"1965,""aplikasi belanja teraman ternyaman ter"""
"1966,""aplikasi nya jd lambat update pdhl cache nya sdh hapus"""
"1967,""aplikasi bertanggung jawab atas petipuan penjual pembeli nya sarang orang yang jujur garansi cuman merugikan orang memberatkan pembeli kembali barang pakai uang kirim nya  pahami belanja aplikasi sebelah ratusan paket buka ulasan lengkap"""
"1968,""aplikasi bagus """
"1969,""aplikasi yang membantu"""
"1970,""aplikasinya kredit"""
"1971,""aplikasinya bagus membantu proses pembelian barang musim virus """
"1972,""asyik belanja shopeeee pe peee mudah bnyk discount nya sukses deh shopeeee """
"1973,""bagus"""
"1974,""bagus"""
"1975,""bagus"""
"1976,""bagus bagus"""
"1977,""baik"""
"1978,""banayak peromo ongkir menarik shopee tidak tetamgga sebelah"""
"1979,""bantuan nya belanja shopee pembayaran akulaku uang muka nya karena lupa bayar uang muka nya terus sistem shopee membatalkan karena telat pembayaran check pembelian transfer mbanking  uang muka nya pertanyaan sa """
"1980,"" pilihan kurir cepat"""
"1981,"" promo menarik"""
"1982,""banyakin diskon nya"""
"1983,""barang bagus sesuai lahh"""
"1984,""barangnya komplit murah """
"1985,""bayar cash kena biaya penanganan """
"1986,""belanja aman nyaman tidak takut tipu tipu terjamin kramanannnya"""
"1987,""belanja asik shopee byk game seru """
"1988,""belanja shopee cukup memuaskan terimakasih shopee """
"1989,""belanja lengkap cepat praktis"""
"1990,""belanja muda tidak rumit hemat waktu tinggal klik klik barang dech """
"1991,""belanja menyenangkan harga nya terjangkau gratis ongkir nya"""
"1992,""berkat shopee ga perlu minta uang ortu belanja"""
"1993,""bagus"""
"1994,""bintang shopee express standar keterangan x hub transit diantar """
"1995,""bintang nnti ditingkatkan lg"""
"1996,"" """
"1997,"" search produk lama banget dicompress tampilan muka nya biat ga berat buka """
"1998,""cool"""
"1999,"" menunggu promo promo nya selanjut nya"""
"2000,"" dri pihak seller pengirim nya paket nya dapat nya barang yang trima rusak pakai bubble warp kurang nya respon pihak seller dll"""
"2001,""fav bgt omg"""
"2002,"" g tau ya gmn jadi waktu pesan barang tu smpe  belum smpe smp yang udah si tinggal barang yang belum trs wktu cek eh tiba tiba terkeluar akun nya waktu masuk akun nya lupa tu sandi nya jadi pake kode trs kode nya ga masuk g jadi ya barang nya """
"2003,""tidak shope pay letter belanja nominal tentukan"""
"2004,""foto ga muncul history chat ga muncul  perbaiki """
"2005,""gimana sih shopee katanya pengguna baru dapet pulsa ribu tipu ya """
"2006,""gk pake rumit"""
"2007,""bagus job"""
"2008,""bagus bagus"""
"2009,""baguss shopeeng"""
"2010,""bagus """
"2011,""gw turunin bintangnya game nya kaya tai """
"2012,""habis blackpink ya gfriend"""
"2013,""hai shope kenapa shope ku tiba tiba hilang pas jg dah mo belanja horden"""
"2014,"" bintang yang menilainya"""
"2015,"" pilih dlm mencari toko"""
"2016,""its ver bagus"""
"2017,""jaringan ok kenapaa pas buka shopee gk ya update tpi msih tetap gk dibuka beranda yang pun tidak jelas  kejelasannya min blnja cust memenunggu orderannya """
"2018,""jelek banget sih ongkir nya mahal murah"""
"2019,""jiwa boros ku cocok shopee"""
"2020,""jos"""
"2021,""josa"""
"2022,""joss gandos"""
"2023,""ka baru aja beli terus suruh verifikasi nomor tulis nomornya ga telepon telepon kodenya"""
"2024,""ka komplain kmana ya baru beli hp kmudia baru terima jam eh rusak hp nya kata nya suruh retur udah kirim balik udah bulan kabar nya tks"""
"2025,""kalo tau bakal lambat gini mending ga usah update deh buka aplikasi online yang laen aja lancar giliran shopee loading trs """
"2026,"" ga dapat hadiah dr game bintang udah kumpulin poin habisin koin hadiah ga """
"2027,"" ya shopee jaringannya bermasalah  perbaiki gini penting banget belanja mlah nggk koneksi kemrin nggk loading kecewa"""
"2028,""kenapaaa gabisa atur jasa pengiriman barang nyaa kecewa"""
"2029,""bagus"""
"2030,""bagus bed membantu"""
"2031,""bagus ganesnya gk faham yang bnyk coin emas yang berpeluang menang krn kesempatan main bnyk yang punya bnyk uang beli coin sebamyak banyaknya ya """
"2032,""bagus """
"2033,""kesal loding terus"""
"2034,""kenapa tidak kebuka ya """
"2035,"" gk aipon gratis"""
"2036,"" lambat ya foto tidak muncul  diperbaiki klo tidak bkalan pindah sebelah nih"""
"2037,""lambat sih narik uang nya tidak kayak tokopedia cepat """
"2038,""lambat"""
"2039,""loading lambat pencarian barang  dioptimalkan lg aplikasinya"""
"2040,""los tidak rewel"""
"2041,""maaf tanya waktu udah pakai shopeepay later udah lunasi tepat waktu tagihan lunas gk mengajukan limit ya """
"2042,""maaf gimana ya akun shopeepay dibobol orang isi saldo rb pas cek tiba hilang notifikasiikasi pembayaran ga beli pake shopeepay gimana kebijakannya shopee """
"2043,""mantaaappp"""
"2044,""baguss """
"2045,""bagus dah pokoknya"""
"2046,""bagus bagus"""
"2047,""bagus pokoknya"""
"2048,""bagusss"""
"2049,""mantep puas belanja shopee """
"2050,""membantu """
"2051,""membantu """
"2052,""mempermudah hidup"""
"2053,""memudahkan belanja """
"2054,""mengalir """
"2055,""menyenangkan"""
"2056,""merasa aman puas belanja shopee"""
"2057,""mo belanja dimari murah gamesnya hadiahnya cuman gimmick an aja cuman tetep nghilangin s"""
"2058,"" perhatian nya bagi pihak shopee akhir petipuan minggu hari yang nelpon sy atas nama shopee iming memberi dana hibah casbak bntuan ujung nya minta kode perivikasi sy yang kirim pihak shopee yang sya pingin tahu k """
"2059,""mudah"""
"2060,""mudah murah nyaman  belanja"""
"2061,""murah """
"2062,""ntidak dibuka aplikasinya update"""
"2063,""ok banget """
"2064,""ok banget berat loading servernya semoga ringan load list nya """
"2065,""ok ngnya paylater limitny jadi pdhl sy klau bayar g pernh telat  limit shopepaylaternya kembalikan y"""
"2066,""ongkir mahal banget kalimantan"""
"2067,""over all puas belanja shopee aplikasinya komplit n mudah"""
"2068,"" barang terima si pembeli ko catatan pengiriman barang terima apakaha kesalahan jnt shopee nya eror butuh dana modal saldo shopepay kunjung datang """
"2069,""pelayanan seller kurang memuaskan barang order minusnya lg gratis ongkir voucher diskon pihak shopee  himbau seleksi seller baik baik terimakasih"""
"2070,""pengiriman tepat waktu barang bagus sejauh """
"2071,""pihak shopee  perbaiki kalo buka shopee games yang buka shopee candy shopee tanam shope tangkap doang yang gk gimana ni pihak shopee tololng diperbaiki """
"2072,""produk bagus pengiriman cepat respon penjual baik"""
"2073,""produk pengantaran pesanan barang bagus """
"2074,""puaaass pokoknya """
"2075,""puas banget pokonya adain gratis ongkir min min pembilian biar belanja recehan ongkir"""
"2076,""puas pelayanannya """
"2077,""puasss belanjaaaaaa"""
"2078,""recommended"""
"2079,""sabotase"""
"2080,"" aman"""
"2081,"" bagus"""
"2082,"" baik"""
"2083,"" membantu"""
"2084,"" membantu yang malas berbelanja toko"""
"2085,"" menyukai shopee bertanggung jawab barang yang beli"""
"2086,"" puas belanja shopee"""
"2087,"" puas"""
"2088,"" baru beli satu barang hbis tu beli lgi aplikasi nya gk buka"""
"2089,"" pesan cod eh tidakbisa  pihak shopee mem baiki salahhan """
"2090,"" suka berbelanja menggunakan akun shopee r"""
"2091,"" senang shopee perlu belanja diluar"""
"2092,"" pesan barang hari jumat sampe belum rumah udah g uangnya ga shopeepay"""
"2093,"" suka aplikasi tp tidak suka kuril yang ngirim barang """
"2094,"" suka shopee karena order berxx barangnya sesuai yang diharaplikasian semoga lancar kedepannya """
"2095,"" tarik kembali bintang nya jadi awal cepat skg bgt dri tgl sampe belum dateng pesanan uang udah bayar alfamaret tpi bgt pengirimanya lacak msh perjalanan hari satu tempat aja tidak jalan pengirimanya jujur payah bgt buka nya nambah cep """
"2096,""sejauh baik bermanfaat"""
"2097,""sejauh ngalamin kecewa tidak kayak sebeleh sebelah terus kembangkan """
"2098,"" lambat fotonya munculnya lamakk uda diperbarui jaringan oke """
"2099,"" update aplikasi shoppe big ramadhan sale game tanam jadi klik ya trus tampilan game nya jadi besar siram klik ganti tanaman buka notifikasiikasi klik minta bantuan tombol back berfungsi pkoknya tid """
"2100,""shopee terbaik aplikasi perbelanjaan indonesia """
"2101,""shopee gimana sihhh penarikan saldo tidak masuk rekening bca terus klo gk masuk saldo penjual kemana tuhhh jwb thanks"""
"2102,""shopee bagus"""
"2103,""shopee bagus """
"2104,""shopee memuaskan"""
"2105,""shopee rekomended sekaleeee"""
"2106,""shopee """
"2107,""siapp"""
"2108,""skrng shope udh aneh udh pakai vocer gratis ongkir tpi g plis yang kaya dlu aja biar gampang klo blja nya"""
"2109,""suka"""
"2110,""suka aneh orang orang yang memberi penilaian nya bintang play store shopee keluhan tidak masuk akal udah cara cara nya aplikasi shopee pemakainya pinter sih ngerti kendala apapun dibantu shopee langsung terselesaikan budidayakan memba ulasan lengkap"""
"2111,""suka kadang buka"""
"2112,""sukaaa bgt ma shopee """
"2113,""susahbngt lambat bngts pdhl perbaruhu"""
"2114,""tegang"""
"2115,""tempat belanja bulan """
"2116,""terbaik """
"2117,""terbaik pokoknya"""
"2118,""terimakasih sgt puas"""
"2119,""terimakasih shopee """
"2120,""ternyata shopee memiliki fr hapus riwayat belanja riwayat belanja cukup mengganggu hapus sekelas shopee teliti masalah terlihat sepele riwayat belanja menjadi privasi konsumen """
"2121,""the best pokoknya """
"2122,"" aplikasi nya bagusin soalnya cek pesanan aja tidak terbuka  fast respond"""
"2123,"" hapus pencurian air tanaman shopee suka tetes airnya ambil terus kalo ambil balik jyanga mikir berkali kali karena melakukan keburukan """
"2124,""bagus"""
"2125,""bagus markobagus deh"""
"2126,""bagus shopee"""
"2127,""udh anjay shopee"""
"2128,""update terus kerjaannya nih aplikasi ikan hiu makan tomat """
"2129,""voucher klaim ga fungsi nya mending ga usah pake voucher """
"2130,"" butuh bantuanmu sungguh mengganggu """
"2131,""yang diciptakannya fgoppp ngomong b wa dmana bn"""
"2132,"" paylatter gk muncul kembali kecewa"""
"2133,"" suka aplkasi shopee beliin boneka barbie  adik tercinta uwu"""
"2134,""alhamdulillah kecewa"""
"2135,""amanah belanja kecewa """
"2136,""amazing"""
"2137,"" barang dicari """
"2138,""aplikasi belanja online yang bagus puas belanja """
"2139,""aplikasi bagus jangka waktu pengiriman barang """
"2140,""aplikasi membantu kondisi covid bagusjob"""
"2141,""aplikasinya bagus tpi penjualnya butuh review kualitas """
"2142,""aplikasinya mdh dipakai diskon n vooucher bbrp kali barang psnan ga nyampe n salah ttp uang kembali moga tambah sukses ya shopee cm chat cs nya waktunya singkat chat ulang harus cerita masalah yang dihadapi awal jd rumit"""
"2143,""app mudah kebutuhan tersedia dishopee harga bersaing"""
"2144,"" app nge lag masa upload barang tinggal ngisi bagian merk nya down ya sih udah ngisi keterangan panjang lebar masukin foto giliran tinggal ngisi merek aja ngelag malasin """
"2145,""bagus"""
"2146,""bagus"""
"2147,""bagus"""
"2148,""bagus aplikasi ketimbang """
"2149,""bagus aplikasinya"""
"2150,""bagus bangetttt barang tidak datang uang kembali"""
"2151,""bagus"""
"2152,""bagus"""
"2153,""baik """
"2154,""barang sesuai deskripsi"""
"2155,""beda yang laen pokoknya shopee yang terbaik """
"2156,""belanja shopee bnyk potongan harga jg cod pengiriman jg cepat"""
"2157,""belanja murah mudah"""
"2158,""belanja ya shopee """
"2159,"" berbelanja shopee menyenangkan promo yang menarik yang tawarkan gratis ongkos kirim dll tq shopee """
"2160,""biarkan bintang berkomentar"""
"2161,""butuh """
"2162,""cepat murah bagus pelayanannya terjamin uangnya tambah free ongkir """
"2163,""ckup membantu"""
"2164,""cocok"""
"2165,"" aplikasi memudahkan berbelanja tingkatkan terus shopee"""
"2166,""diskon nya bgt"""
"2167,""tidak belanja toko online pakek aplikasi shoopee """
"2168,""tidak masalah aplikasinya hehe mudah dimengerti simple pokoknya bagus markobagus dah sopie luff udh jaman pake lancar aja"""
"2169,""bagus aplication"""
"2170,""gratis ongkir"""
"2171,""gud """
"2172,""harga kaki lima"""
"2173,""heh butek bnr hidup loh dri kmren update trus lu pikir uang paket dri nenek moyang loh gk prnah beres pencarian produk lambat bnrr kek siput krg uang loh naik haji hah emosi """
"2174,""hoax"""
"2175,""jd rajin belanja smenjak program gratis ongkir """
"2176,""jos"""
"2177,""keamanan akun shopee blok skr membuka akun shopee  diperbaiki keamanan akun pengguna """
"2178,""kecewa log out akun besoknya masuk akun tidak katanya akun shoope menggunakan akun """
"2179,""kembalikan uang shopeepay tiba ambil gimana sih """
"2180,"" shopee penjualan sya yang order keterangannya habis terjual barang ready """
"2181,"" muncul fotonya banget jaringannya lancar aja"""
"2182,"" update liat produk kategori ga perbaiki """
"2183,""bagusz"""
"2184,""ketagihan belanja shopee barang sesuai harga terjangkau kualitas lumayan bagus sy tidak kecewa cm kecewanya sm jasa pengiriman khusus j t info shoope barang sdh diterima an belum diantr ketempat tujuan kadang klo tidak dijemput barang tidak diantr berhari tlg pertimbangkan """
"2185,""kenapa sih daftar gk log in gk tulisan jaringan error jaringan udh g youtube aja kenapa hk daftar log in """
"2186,""kenapaa main super candy sudah dapat bintang trs tidak dapat hadiah nya"""
"2187,"" tidak pasang si"""
"2188,""kurang paham maksud dll ajah kena ongkir mahal """
"2189,""lapyuh shoopee  suka free ongkir diskonnya """
"2190,"" barang branded promo"""
"2191,""lambat bgt"""
"2192,""lope banget shopee srkarang paylater ny """
"2193,""losss tidak reweeel """
"2194,""lumayan aplikasinya"""
"2195,""lumayanlah"""
"2196,""maaf shopee shopee pay later nya terima kasih"""
"2197,""makasih"""
"2198,"" kesini error"""
"2199,""bagus jiwa"""
"2200,""bagus bagus"""
"2201,""bagus bagus """
"2202,""bagus shopee"""
"2203,""bagus """
"2204,""bagusbaguspp dimenangin hadiah digame shopee tambah bagusppppp"""
